summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,tier,leagueId,queue,name
Q-OrhFgJhCkxxzQhP1v2CpalP2O6OhVDTXzvDhAoZK6K4-s,PatkicaA,1029,I,94,62,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
LMyJTzOjUGNLLKQ8EQBan-GL8U1axL8fYJ8IF8FqKpn0s6c,Sexelent,1212,I,300,261,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
_iTb98j6bEaoh5j_6119-FEKoFIUIY9If1mP7zCwqC8BeJwL,billy jones37,979,I,245,220,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Dx4iwPTmi3XN-baUkg6-hTXtS-S-xpUjUkFKqqMaYhdWXzv-,MS Dunks,984,I,309,282,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
32B0ux5gSYE7Yc6F1HYo0MwUWmvN1J3oYGjx7PJCkav_8GCorWy__uCn-w,SUPERBEE,1012,I,191,151,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Oqta3xL2S2BGaLlwJXb1bG-QQzxgJ1NwCU0KeczAoYhKR5ahv8Ax3rG4XQ,Rai 1v9,991,I,127,84,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
8_08SqLCnmz2G2UPecOg1pQUZO0RHH2cRkNzitEI7BE,SLY BackSteeel2,988,I,187,140,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
SjYgUeKCslh6LGWGF8SrjsRa1LK7_3WSl0B1GcdNS2bmM4w,FNC Hylissang,1083,I,334,296,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
IKVK8T5KeHW4iVt_dFBuVQlretnHjjkInts7K-75ccCjjDmJ,WHERE AM I OMG,1022,I,163,123,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
bYiYYg562USnH-_gLZXzRJUhQvLdjqWHoDYsEKSvyQDS90g,Thumbs Down,1537,I,260,199,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
0Ers1lgsozMJW-bUsHei8EgAktUYB_z7btDt3fLLSPDj_yo,messi sup acc,1116,I,197,161,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
T9ME8V8hz2pYODEt03PXfh7gckh5VUHcHXHc2_4cyt5kNew,Sayajin,986,I,271,239,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
K-_GT4mDCAdgLzGL5JQAky5FsBWXEBC7sV1Vl2awEizS_SpU,Riven PhD,1391,I,116,60,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
WVnRCqDSYdUnJcUmXeZiGSu8d5ieJC2S4WjXnr0cQL9bbvA8dG3I6e1Otw,IHG PolskiKoz,1023,I,170,139,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
S_COb7FWr0sOHywoJBiNB_Z-7pwRNo6LfsL-XoGQQAhP4GzfGHrbL-UU4Q,Squeezie,1004,I,313,268,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
pXqq3ZFwDHo1PuK9cVFkhn-TYDJrMArmSD8VN5JhV1lGhAaUOwtn3D1I4w,DONT BREATHE PLZ,973,I,143,81,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Xu3vRsgA59FyHMA0IbCqDD1sEMIiHpEvbf6Ihk62OBgS77DBs2uOSfKL7Q,primeee21,1236,I,186,138,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
qYVPLUinawUxbP1hVFgoiy82b21xOLxrs3p0aKhyqUt_YSw,VIV Serendrip,1081,I,244,215,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
RDAK58s3wx_qrry4cIU_W9g0Qm3lrYlvrMYA76bn4Y70QcQGynom50vjyQ,PriqtnoZakruglen,1057,I,198,159,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
pgNovGsBKL9XdO1PTPE4I4KQ_ToDVP04uTz65aqwySPUIGA,Iove jayce,928,I,88,56,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
8qse_Wm7FKwrmDO52Ie-0K1GuELSl557SWhYz-jVn_39bYA9,brightside7,980,I,99,59,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
vlQEKvOSImZf66Fpthp7ziL-olweJWjGI4NUEsOZdJeF2vc,LadiciusVibe,975,I,128,96,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
dXX6JN8pQAEpmkPQJIhgiWOXLYRV_kdx7LlieyM_QUQy5aw,Jansky,1106,I,240,204,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
8i9XakH0EVut1V3DsAudUS6qFSyEFQgKBwb9sdXwe606DZnC_lglqpisrg,SELAM KIZLAR,1130,I,228,181,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
oZFYWMBsRaz8Q8Pt-82mX6Tc_iMP24aq4cFsq2Y2R85zZq9cexAQYs5FYg,Noeyim,1320,I,145,70,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
t_F5x6d2syVh-WTha5Qh4JVDEgse8rXbiDJ1ifcSIDSlZORk75P0CeVrUA,BIade Runner2049,988,I,132,104,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Mf4-NmnbQzS_oEo3uk2VgnWDbQ6MDKq9OwLwBy5dJhFB8blw1P91-TRU7w,G1P5,1088,I,97,63,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
IrVgbXDE6ka02NiVhOwVaBpTgHfCOE26B_biFKUqUkLOoLn9,Annie IRL,1006,I,544,512,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
VpF7ErReX0BBeIVweKqahl3McWNP4wtLAQ4jSZ-uurMjY3v9,gargamel top acc,1256,I,315,275,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
ZjfQj4zrQS4tDSau0Iewd26WyysReisMcpFDH7K0V8DJ6WY,Agurin,1100,I,257,191,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
2-O96pSrUVHjtVvGHUcYtSToB3RLWIxApGE8TKkj0fSSFoE,FGG,1348,I,257,216,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
0U7Mv-Hvk8NaoWgDjkmW_JLikQtEsy5vtQqgMXULa-4a40fgetnwHX-XXw,Isolde Fanbøy,994,I,179,131,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
aQ2jtrBoqQNVxPAquvW_Lzctl7o12RPxkQLWTPI4ofsd_BA,Rafitta,1103,I,184,148,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
UTQWHwF1q-2Esvx4NTose0wI3XrbPMBQfSILOcyZWeWMcL8K,Built,1028,I,101,72,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Uw_yi_So01kAYzWLhbvgJnvs1_soCobH0SJi5n6deTvvyKU,Rabble Arouser,1055,I,120,91,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
3ExAqH0u4c8uhQSrh1Z-BAdqdfKL90tf4Hkj-hkFCWU5RpQ,NORDKASING,1000,I,168,135,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
7ttWUk3QnfpG3Fpab6eKI3ZQPgGUKlns8tHqLxhfQsMMxzw,Boukada,1043,I,116,84,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
NRNN-4430VzwEz3z31EIdJJ9KoPZW9YQuTUXfozatX5RX_s,3Ð2Υ,1127,I,277,247,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
RpxWMF26y7sarJTYyfjH0tuOue-rK64UYV_5qEwNawBTLxc,Notiko,1254,I,234,190,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
sfPdLw-e0XuhVUD5qJHCP4iB0OtpMdFg2iSPLX87BUPpAS9GAOAVvvbkkQ,PiMP DADDY1233,920,I,423,392,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
LWNfCh6Wxo8yeUBScWe4iLjmTZg0FLOB4q9xqZDoahCCO1Q,Excel lent mid,1104,I,122,88,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
1GoevhaC3xMTfGE2COc4mUwQRCnKfM5pMfFNgXWu89b-fyFo,FΙGHT,1346,I,232,184,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
R6ho0Ruy1qQvkuC8QWy1d9cOyiIu6QgtbThuEMIDKU1lG1SD,ruep,1057,I,219,172,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
ulaqzTJQ545yRZG42qckYAhPseBhEKOwNDPDmI5xV6YrOauw,VELJA THE MENACE,1070,I,210,177,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
sma9r1bC5Be3ZQMAyNFt533j6UeZ_YIVhydlo0mCHAbmxzs,Wesley Warren Jr,1292,I,306,258,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
yBeDlsLW4COEy-EnWd2sQ__CwAn1aKHcQ1uueDAnnynnn2I,Jαvier,1174,I,193,157,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
7drQW3WKElWaf_mBUYmu0aRIANzVAu5AntNsbIx0Ua0N8Y2Ylemn9f7sSg,I Love Uber Eats,1535,I,335,284,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
jQfHkDa1GYX1_IXE8u5NmdpHtoeOh0drOBPRX12If7zin_c,Barkoon,1056,I,245,218,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
RfFX89KDGxibr2HlaU3ettiyMHNO9rRnpggQXUvuZXJYyf0HP4WT2plKAw,Lil Peep,933,I,319,267,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
iEEAkbfC-YrpVvvwoGRFyQdwjZ-JYlGCNkziSP-lqlBLej02em2XF9B9wA,disciplinfreedom,1202,I,119,73,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
8_3iShyJ6EGG0NnhXP4XC0Ko4Zx8qRaZuXz3IzdpQseOFuZ7,MORDE OTWIERA,1078,I,307,271,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
_BefsI4mHINq9H8wyKrV-1B1kA_7ujxTWqEtZP7HgbVxEJw,Keia CH,1060,I,172,141,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
D4d53HdOuxuc6vKxxF0f60v5Mt6S0K7njPen6QcVqAhb83A,Faker SIayer,1399,I,329,281,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
a6-dIrPKOHHgKDwXH9iqZ0RbB4L33KsUdOOqZJoZHt9PdzQ,ZeusPhotonMaRin,983,I,192,152,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
uds-pb4W2d5fV74aIoOS3szdMwANmRD74jwY2r9yrHm1D7M,dehastee,1206,I,155,118,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
0kDcwwrJ1EFqH0jHQap2W6Cd5XvZrHaTzWRdFkItKMAPyXJlcsm63NlBIw,LUGGAGE INCIDENT,1164,I,174,127,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Ybd4D6oysI-NBkfEddFe8HLKhZgqpihfVeK_K9-VnNTQFAY,IW Elramir,1033,I,277,253,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
XzFuPQ65rgM318lUfd0cvVROABZ0nDdxDvSvfnXyr1YfFFc,aII mb,1220,I,370,334,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
p3OGUc5bGEMRulzPyGFaa27nt-8Ixbs-xkQGwBAuxxsAvRI,Envy Carry,1181,I,331,293,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
07F-yFpB-mJuguOPDcbgnusTQ9CnbC2NA1vQGdlVmCVSAGNkcSyu_JaWfA,LIL Peyz1,1218,I,255,220,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
G9StxEjjufXgWHt05Q3jzFQqCiPIha1vpM-vQDKT3X5lPBt-Zr-0Z2ixXw,16yo smurf,1013,I,192,166,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
qkUVSRNaJY9F2uDaJ65erJAqrCY5RcuprKYtIrYpZGHwSo4,Φ Pπ Φ,1030,I,246,206,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
JVPO1Q_g6mfrk6iJtjax-IjbhF0OrU69eYoYwXwexV10wxkMh52FNnK-Jw,sanghyxxn,1370,I,337,269,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
bi0NcTOM6Wvca6OMokU-wsay_-BF4-p3G6Frs5nqToATKgo,Køldo Locuraa,1084,I,162,134,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
fszc_WP4pgP-Peupw48-izKxSAAHTm9ktpYSr8lrwU26mXBb0Wq7U8qmXw,Reborn Berkan,1116,I,88,45,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
CAhEX0SZJvrYz10RjVe1UcIG4-ZnndN-E2HLrTf_z2CfhAc,Tiago Rodrigues,1047,I,180,145,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
sIfou6YrcniDSH6fZx7WnceyHx0V2kRkM-IkYwSAg6jG6c7PK2KYuadYbw,Electric,1003,I,371,320,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
m8EDjdy4bOSekE6CWYDXd-Jy0BSDUhSlSLqvgjQcmAoSCDk,fantomisto,1021,I,333,292,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
x1dhDvCrDJfiuqBMQRL2L46OO4Wfz1l7vhP0H-cx-Gc968A,Dragdar,1001,I,188,159,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
oOoDnEVQ8dmWFQHsl7-i6ifXNTWP5NvSOdKyDRO7BgBZVUfD,Twittira,999,I,308,259,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
uLTLkxqlvLg4qM9eylskYcsLWEauBlyHGZzo3y6I33ZuDjg,DzuUwU,1639,I,201,132,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
NnEV0dbFao5-SlcKcCedDemPc-bQpfwfvq7_STNBmyHPi8kr,Carrry,1010,I,220,183,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
oyVHujZ4EUQl5qdk-B0A4wRYYUG4UHDN2kH4we2tarNBvUq9HwjjhRQvsg,AgnwstosPente,1006,I,239,197,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
AtiSJ8rvzCHo8nwvtrL4QhestD0lMHDt4BwWlvXcqG-caSYt,Sebekx,1240,I,173,132,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
VPtesJCx-G1TkrD-AtCzL7z-Oa02t4PmuTZVMzq5B5RKv-8,TTV KERBEROS LOL,1020,I,294,262,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
W_5qnRMMXcgwGykKPCrSIBL-Q4q_XnrB3uu6CDNn5rc4wdrcVbH_VC3RUg,ScriptIess,1011,I,266,234,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
xkqEybeCaukYyevQ7DsW4cvKrhLl3JPdUiNjlE1xxZXQKVee4_CXi6Ex4A,Photon1,1239,I,185,135,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
yvL3pbfkGTDOMj6MSkXBzhsPcoI5XL24Bp5TiaCCz_zqTT0,Calmsky,1038,I,128,95,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Jt8bNSFCEBUy8iRFWLS_9JWTqu0SteVXSXS4_7zyj7KsCFs,Kongenvenderhjem,1076,I,122,86,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
tqpfB_TsHlEtjHnH9sT19bt5ZCCLCWJA8RArDZcziFRBXPc,Kasing 1,1057,I,104,74,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
KYyW06ALhWzesLXxZFMG0EMFKraHdPnNyq0NpaKweYdsz1I,EL RONRONS,1314,I,219,167,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
aRfrPDdluSn7R-wJ2RVBVksZwopbjUBscJg3N0jrIuUSXb_9hyTEDTTo0A,4321455213123,1552,I,177,109,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
ea4OGkog0EYmA0yr162HEQJh70lDzxNCH-kx12idhOFm3Po,eYa Bewbiou,1034,I,224,189,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
O6_xWySQ0hYxhkkha2tIaVfbsmFXfleF2M29u1Go8hNEzMk,5th6th,1001,I,254,226,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
SOISzFkF_3WxMD7Uam414gcVRF5aHWLRxYFmAyoAl07h0ulx9VgfTU0TMA,HidoAD,960,I,218,182,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
OPxwtwEG8L24R2QBSbdMx3YA9XK1ulowstkwU1n4tP-hTIg2,Drugdar,1008,I,167,139,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
l5SB1u01KuY2mcqviYlM1pT6MhdteA84Cdds8cAkHHgZHr4,d7zhj21e2312djip,1051,I,391,325,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
J8uyohK6USsWFj0PEH5vyOg_GPVsFEWRH5bWYZTyS617gzpsNHn1akR2jQ,Wufo9,986,I,258,222,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
w1DuS7rTiGv-xLt8rJK6fsUSHBC327kyq9WT2xxB15kxpLDhqQY3QAyx2Q,zyb,1353,I,184,149,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
3Mv7AXcfo9m3YMhAyTsZf1vaYiSHlEDaozaGp2Eq_R5Ol934Ber-VIAqEw,Badlulu00,1166,I,178,142,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
byWPTQYn6dPV1VBDBY9LQ9oObHk0z50P6p_tM1SfTe_ZJYs,RKRKZN,1139,I,315,276,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
mY80VKI2X-k9kegatbPP7URiJp1aGKpf1UWhn6ctQnEH9PSS,SWE131,973,I,111,86,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Was6miWz-YyOM-ezlQipa2uxYOOZNydnHvgNLFooSm3kBWMq,Drututt,1048,I,160,135,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
p84wJv6PGbMJWcUFQHJuYhRcSQb6IEqaP-6O9WucFP_AWzY,pocovirtuoso,1397,I,242,197,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
oQ3UJ2WNl-iA56GqZ0g99s2D5lEUEcZ9N75idUoxNe7Q7PIiljffBGPNzw,V1T Upset,1142,I,144,110,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
c7ReYTv1Rc_KyaIHMsjgoWJqlx5AXpYMtv0WlbLVmjsFaoI,Kât l ï Äm,1102,I,140,103,False,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
YzP16UkmAAkuMBD_6hhyINieksGVSM4GviJYJ3Ce2mSNVsVy,xLinayaa,1169,I,125,75,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
BqAV6z0kDVzZGD5RTdwLWnBKGz4B1ODSdbM6DlX3VOVavQf6,Kongo TV Dzicz,986,I,151,124,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
F-hsXR3H-AzfRTLHMGa0jfnLCwDyPzbVD0mRjwmMnkjdmz-cXxPWEwoveQ,DONTBECRY,1058,I,119,75,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
3c6yKcYCTH1tHxirnTtFVNsvyC_KqdHtTaLLS0EyVzHIRxOM,on the fire,1318,I,148,100,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
p8Iz5O2ia_6QwLXTMO84URNaKeEgYTfkjQTIAI3THuTiDSS7,bbchungus,951,I,240,211,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
0w82hAqOlPFvBvaPVsUPm77kA236BN1DTgUxTaMcxFeqPxs,sootrebor,1006,I,143,112,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
dBg3zXdg-XzjpdKhI1dL81H7mFM1UrGuygdjuCRNikQU5Sc,TH Krillin,1419,I,213,168,True,False,False,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
1DvCEcJFtz0Xlp83sK7jLRCKsRq5yE9BUlojSqq2eY2hOyc,Odysseus131,1557,I,243,188,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
Z04VCvFBXX4kOjpblLcY45tAB_7vw7XDepRV16ZcYkV1G0g,GO toucouille,1399,I,212,172,True,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
V9LWJDhsyrMHFCTNwcyTGyDWaycCgDZOy_PgULafKo2WjqE,3rd June,997,I,104,63,False,False,False,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
IDQXHmLfMdA4k8Tu5jidMBUS06bZIeEtO1Pop7ucgcdbt0PR,bluerzοr,1107,I,383,348,False,False,True,True,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
dgRc_F1vzutTNrOGMCOmIC4jx16r2vT65-ssh2d37eQbB6M-S6If_T7vZA,Cerecof1,947,I,233,204,False,False,True,False,CHALLENGER,ffb51787-a612-327d-ab46-d826666d508d,RANKED_SOLO_5x5,Corki's Sentinels
